	Phenotype_ID	Description	q	nq	tot	Phenotype_score
3921	HP:0007819	Presenile cataracts	0.1	2.0	2	-1.0
3922	HP:0001885	Short 2nd toe	0.1	2.0	2	-1.0
3923	HP:0007811	Horizontal pendular nystagmus	0.1	2.0	2	-1.0
3924	HP:0430000	Abnormality of the frontal bone	0.1	2.0	2	-1.0
3925	HP:0007817	Horizontal supranuclear gaze palsy	0.1	2.0	2	-1.0
3926	HP:0007544	Piebaldism	0.1	2.0	2	-1.0
3927	HP:0007546	Linear hyperpigmentation	0.1	2.0	2	-1.0
3928	HP:0007129	Cerebellar medulloblastoma	0.1	2.0	2	-1.0
3929	HP:0007542	Absent pigmentation of the ventral chest	0.1	2.0	2	-1.0
3930	HP:0002737	Thick skull base	0.1	2.0	2	-1.0
3931	HP:0000758	Impaired use of nonverbal behaviors	0.1	2.0	2	-1.0
3932	HP:0003249	Genital ulcers	0.1	2.0	2	-1.0
3933	HP:0003538	Increased serum iduronate sulfatase activity	0.1	2.0	2	-1.0
3934	HP:0011910	Shortening of all phalanges of fingers	0.1	2.0	2	-1.0
3935	HP:0010559	Vertical clivus	0.1	2.0	2	-1.0
3936	HP:0000542	Impaired ocular adduction	0.1	2.0	2	-1.0
3937	HP:0004836	Acute promyelocytic leukemia	0.1	2.0	2	-1.0
3938	HP:0012391	Hyporeflexia of upper limbs	0.1	2.0	2	-1.0
3939	HP:0006756	Diffuse leiomyomatosis	0.1	2.0	2	-1.0
3940	HP:0008103	Delayed tarsal ossification	0.1	2.0	2	-1.0
3941	HP:0031057	Skin fissure	0.1	2.0	2	-1.0
3942	HP:0001571	Multiple impacted teeth	0.1	2.0	2	-1.0
3943	HP:0004878	Intercostal muscle weakness	0.1	2.0	2	-1.0
3944	HP:0007236	Recurrent subcortical infarcts	0.1	2.0	2	-1.0
3945	HP:0004879	Intermittent hyperventilation	0.1	2.0	2	-1.0
3946	HP:0008107	Plantar crease between first and second toes	0.1	2.0	2	-1.0
3947	HP:0005942	Desquamative interstitial pneumonitis	0.1	2.0	2	-1.0
3948	HP:0003911	Flared humeral metaphysis	0.1	2.0	2	-1.0
3949	HP:0003797	Limb-girdle muscle atrophy	0.1	2.0	2	-1.0
3950	HP:0003269	Sudanophilic leukodystrophy	0.1	2.0	2	-1.0
3951	HP:0009554	Projection of scalp hair onto lateral cheek	0.1	2.0	2	-1.0
3952	HP:0003799	Marked delay in bone age	0.1	2.0	2	-1.0
3953	HP:0040309	Increased size of the mandible	0.1	2.0	2	-1.0
3954	HP:0004704	Short fifth metatarsal	0.1	2.0	2	-1.0
3955	HP:0008696	Renal hamartoma	0.1	2.0	2	-1.0
3956	HP:0007936	Restrictive external ophthalmoplegia	0.1	2.0	2	-1.0
3957	HP:0010722	Asymmetry of the ears	0.1	2.0	2	-1.0
3958	HP:0001727	Thromboembolic stroke	0.1	2.0	2	-1.0
3959	HP:0004679	Large tarsal bones	0.1	2.0	2	-1.0
3960	HP:0012742	Thin fingernail	0.1	2.0	2	-1.0
3961	HP:0006144	Shortening of all proximal phalanges of the fingers	0.1	2.0	2	-1.0
3962	HP:0003268	Argininuria	0.1	2.0	2	-1.0
3963	HP:0010239	Aplasia of the middle phalanx of the hand	0.1	2.0	2	-1.0
3964	HP:0011500	Polycoria	0.1	2.0	2	-1.0
3965	HP:0005369	Decreased serum complement factor H	0.1	2.0	2	-1.0
3966	HP:0003514	Deficiency or absence of cytochrome b(-245)	0.1	2.0	2	-1.0
3967	HP:0030878	Abnormality on pulmonary function testing	0.1	2.0	2	-1.0
3968	HP:0100852	Abnormal fear/anxiety-related behavior	0.1	2.0	2	-1.0
3969	HP:0002805	Accelerated bone age after puberty	0.1	2.0	2	-1.0
3970	HP:0008166	Decreased beta-galactosidase activity	0.1	2.0	2	-1.0
3971	HP:0012260	Abnormal central microtubular pair morphology of respiratory motile cilia	0.1	2.0	2	-1.0
3972	HP:0004850	Recurrent deep vein thrombosis	0.1	2.0	2	-1.0
3973	HP:0025343	Lupus anticoagulant	0.1	2.0	2	-1.0
3974	HP:0004690	Thickened Achilles tendon	0.1	2.0	2	-1.0
3975	HP:0001868	Autoamputation of foot	0.1	2.0	2	-1.0
3976	HP:0010104	Absent first metatarsal	0.1	2.0	2	-1.0
3977	HP:0004855	Reduced protein S activity	0.1	2.0	2	-1.0
3978	HP:0100334	Unilateral cleft palate	0.1	2.0	2	-1.0
3979	HP:0040025	Clinodactyly of the 4th finger	0.1	2.0	2	-1.0
3980	HP:0007215	Periodic hyperkalemic paralysis	0.1	2.0	2	-1.0
3981	HP:0011891	Post-partum hemorrhage	0.1	2.0	2	-1.0
3982	HP:0003640	Foam cells in visceral organs and CNS	0.1	2.0	2	-1.0
3983	HP:0005613	Aplasia/hypoplasia of the femur	0.1	2.0	2	-1.0
3984	HP:0030147	Truncal titubation	0.1	2.0	2	-1.0
3985	HP:0400004	Long ear	0.1	2.0	2	-1.0
3986	HP:0000227	Tongue telangiectasia	0.1	2.0	2	-1.0
3987	HP:0006518	Pulmonary venous occlusion	0.1	2.0	2	-1.0
3988	HP:0000918	Scapular exostoses	0.1	2.0	2	-1.0
3989	HP:0004523	Long eyebrows	0.1	2.0	2	-1.0
3990	HP:0000911	Flat glenoid fossa	0.1	2.0	2	-1.0
3991	HP:0007628	Mandibular condyle hypoplasia	0.1	2.0	2	-1.0
3992	HP:0008231	Macronodular adrenal hyperplasia	0.1	2.0	2	-1.0
3993	HP:0040190	White scaling skin	0.1	2.0	2	-1.0
3994	HP:0100632	Pulmonary sequestration	0.1	2.0	2	-1.0
3995	HP:0040196	Mild microcephaly	0.1	2.0	2	-1.0
3996	HP:0005183	Pericardial lymphangiectasia	0.1	2.0	2	-1.0
3997	HP:0100851	Abnormal emotion/affect behavior	0.1	2.0	2	-1.0
3998	HP:0000996	Facial capillary hemangioma	0.1	2.0	2	-1.0
3999	HP:0030746	Intraventricular hemorrhage	0.1	2.0	2	-1.0
4000	HP:0002695	Symmetrical, oval parietal bone defects	0.1	2.0	2	-1.0
4001	HP:0011884	Abnormal umbilical stump bleeding	0.1	2.0	2	-1.0
4002	HP:0008615	Adult onset sensorineural hearing impairment	0.1	2.0	2	-1.0
4003	HP:0003997	Hypoplastic radial head	0.1	2.0	2	-1.0
4004	HP:0004930	Abnormality of the pulmonary vasculature	0.1	2.0	2	-1.0
4005	HP:0003161	4-Hydroxyphenylpyruvic aciduria	0.1	2.0	2	-1.0
4006	HP:0002349	Focal seizures without impairment of consciousness or awareness	0.1	2.0	2	-1.0
4007	HP:0005156	Hypoplastic left atrium	0.1	2.0	2	-1.0
4008	HP:0002343	Normal pressure hydrocephalus	0.1	2.0	2	-1.0
4009	HP:0005208	Secretory diarrhea	0.1	2.0	2	-1.0
4010	HP:0005206	Pancreatic pseudocyst	0.1	2.0	2	-1.0
4011	HP:0100293	Muscle fiber hypertrophy	0.1	2.0	2	-1.0
4012	HP:0006844	Absent patellar reflexes	0.1	2.0	2	-1.0
4013	HP:0009611	Bifid distal phalanx of the thumb	0.1	2.0	2	-1.0
4014	HP:0012304	Hypoplastic aortic arch	0.1	2.0	2	-1.0
4015	HP:0012312	Monocytopenia	0.1	2.0	2	-1.0
4016	HP:0025196	Increased total iron binding capacity	0.1	2.0	2	-1.0
4017	HP:0001370	Rheumatoid arthritis	0.1	2.0	2	-1.0
4018	HP:0010516	Thymus hyperplasia	0.1	2.0	2	-1.0
4019	HP:0006713	Aplasia/Hypoplasia of the scapulae	0.1	2.0	2	-1.0
4020	HP:0005103	Calcification of the auricular cartilage	0.1	2.0	2	-1.0
4021	HP:0009600	Flexion contracture of thumb	0.1	2.0	2	-1.0
4022	HP:0004405	Prominent nipples	0.1	2.0	2	-1.0
4023	HP:0000350	Small forehead	0.1	2.0	2	-1.0
4024	HP:0011838	Sclerodactyly	0.1	2.0	2	-1.0
4025	HP:0007421	Telangiectases of the cheeks	0.1	2.0	2	-1.0
4026	HP:0040111	Bilateral external ear deformity	0.1	2.0	2	-1.0
4027	HP:0009757	Intercrural pterygium	0.1	2.0	2	-1.0
4028	HP:0010762	Chordoma	0.1	2.0	2	-1.0
4029	HP:0012294	Abnormality of the occipital bone	0.1	2.0	2	-1.0
4030	HP:0010102	Aplasia of the distal phalanx of the hallux	0.1	2.0	2	-1.0
4031	HP:0040194	Increased head circumference	0.1	2.0	2	-1.0
4032	HP:0006671	Paroxysmal atrial tachycardia	0.1	2.0	2	-1.0
4033	HP:0040223	Pulmonary hemorrhage	0.1	2.0	2	-1.0
4034	HP:0006670	Impaired myocardial contractility	0.1	2.0	2	-1.0
4035	HP:0006668	Twelfth rib hypoplasia	0.1	2.0	2	-1.0
4036	HP:0006901	Impaired thermal sensitivity	0.1	2.0	2	-1.0
4037	HP:0006913	Frontal cortical atrophy	0.1	2.0	2	-1.0
4038	HP:0006768	Localized neuroblastoma	0.1	2.0	2	-1.0
4039	HP:0002862	Bladder carcinoma	0.1	2.0	2	-1.0
4040	HP:0002632	Low-to-normal blood pressure	0.1	2.0	2	-1.0
4041	HP:0005285	Absent nasal bridge	0.1	2.0	2	-1.0
4042	HP:0410132	Increased level of L-pyroglutamic acid in urine	0.1	2.0	2	-1.0
4043	HP:0010103	Short distal phalanx of hallux	0.1	2.0	2	-1.0
4044	HP:0003117	Abnormality of circulating hormone level	0.1	2.0	2	-1.0
4045	HP:0007627	Mandibular condyle aplasia	0.1	2.0	2	-1.0
4046	HP:0003449	Cold-induced muscle cramps	0.1	2.0	2	-1.0
4047	HP:0025131	Finger swelling	0.1	2.0	2	-1.0
4048	HP:0011157	Auras	0.1	2.0	2	-1.0
4049	HP:0011405	Childhood onset short-limb short stature	0.1	2.0	2	-1.0
4050	HP:0025130	Decreased small intestinal mucosa lactase activity	0.1	2.0	2	-1.0
4051	HP:0011158	Auditory auras	0.1	2.0	2	-1.0
4052	HP:0011315	Unicoronal synostosis	0.1	2.0	2	-1.0
4053	HP:0008583	Underfolded superior helices	0.1	2.0	2	-1.0
4054	HP:0005900	Fifth metacarpal with ulnar notch	0.1	2.0	2	-1.0
4055	HP:0012539	Non-Hodgkin lymphoma	0.1	2.0	2	-1.0
4056	HP:0011275	Recurrent mycobacterium avium complex infections	0.1	2.0	2	-1.0
4057	HP:0006107	Fingerpad telangiectases	0.1	2.0	2	-1.0
4058	HP:0011136	Aplasia of the sweat glands	0.1	2.0	2	-1.0
4059	HP:0000502	Abnormal conjunctiva morphology	0.1	2.0	2	-1.0
4060	HP:0008883	Mild intrauterine growth retardation	0.1	2.0	2	-1.0
4061	HP:0004434	C8 deficiency	0.1	2.0	2	-1.0
4062	HP:0004438	Hyperostosis frontalis interna	0.1	2.0	2	-1.0
4063	HP:0010766	Ectopic calcification	0.1	2.0	2	-1.0
4064	HP:0009593	Peripheral Schwannoma	0.1	2.0	2	-1.0
4065	HP:0006583	Fatal liver failure in infancy	0.1	2.0	2	-1.0
4066	HP:0003646	Bicarbonaturia	0.1	2.0	2	-1.0
4067	HP:0100000	Early onset of sexual maturation	0.1	2.0	2	-1.0
4068	HP:0009591	Abnormality of the vestibulocochlear nerve	0.1	2.0	2	-1.0
4069	HP:0012231	Exudative retinal detachment	0.1	2.0	2	-1.0
4070	HP:0009002	Loss of truncal subcutaneous adipose tissue	0.1	2.0	2	-1.0
4071	HP:0012052	Low serum calcitriol	0.1	2.0	2	-1.0
4072	HP:0005347	Cartilaginous trachea	0.1	2.0	2	-1.0
4073	HP:0008189	Insulin insensitivity	0.1	2.0	2	-1.0
4074	HP:0005479	IgE deficiency	0.1	2.0	2	-1.0
4075	HP:0004742	Abnormality of the renal collecting system	0.1	2.0	2	-1.0
4076	HP:0004743	Chronic tubulointerstitial nephritis	0.1	2.0	2	-1.0
4077	HP:0008185	Precocious puberty in males	0.1	2.0	2	-1.0
4078	HP:0012051	Reactive hypoglycemia	0.1	2.0	2	-1.0
4079	HP:0011414	Hydropic placenta	0.1	2.0	2	-1.0
4080	HP:0003282	Low alkaline phosphatase	0.1	2.0	2	-1.0
4081	HP:0011328	Abnormality of fontanelles	0.1	2.0	2	-1.0
4082	HP:0000732	Inflexible adherence to routines or rituals	0.1	2.0	2	-1.0
4083	HP:0011672	Cardiac myxoma	0.1	2.0	2	-1.0
4084	HP:0002629	Gastrointestinal arteriovenous malformation	0.1	2.0	2	-1.0
4085	HP:0003365	Arthralgia of the hip	0.1	2.0	2	-1.0
4086	HP:0004611	Anterior concavity of thoracic vertebrae	0.1	2.0	2	-1.0
4087	HP:0011509	Macular hyperpigmentation	0.1	2.0	2	-1.0
4088	HP:0006006	Hypotrophy of the small hand muscles	0.1	2.0	2	-1.0
4089	HP:0200127	Atrial cardiomyopathy	0.1	2.0	2	-1.0
4090	HP:0002696	Abnormality of the parietal bone	0.1	2.0	2	-1.0
4091	HP:0005104	Hypoplastic nasal septum	0.1	2.0	2	-1.0
4092	HP:0008954	Intrinsic hand muscle atrophy	0.1	2.0	2	-1.0
4093	HP:0003053	Epiphyseal deformities of tubular bones	0.1	2.0	2	-1.0
4094	HP:0100644	Melanonychia	0.1	2.0	2	-1.0
4095	HP:0006160	Irregular metacarpals	0.1	2.0	2	-1.0
4096	HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal	0.1	2.0	2	-1.0
4097	HP:0011029	Internal hemorrhage	0.1	2.0	2	-1.0
4098	HP:0008420	Punctate vertebral calcifications	0.1	2.0	2	-1.0
4099	HP:0007946	Unilateral narrow palpebral fissure	0.1	2.0	2	-1.0
4100	HP:0004754	Permanent atrial fibrillation	0.1	2.0	2	-1.0
4101	HP:0004751	Paroxysmal ventricular tachycardia	0.1	2.0	2	-1.0
4102	HP:0007057	Poor hand-eye coordination	0.1	2.0	2	-1.0
4103	HP:0031358	Vegetative state	0.1	2.0	2	-1.0
4104	HP:0200148	Abnormal liver function tests during pregnancy	0.1	2.0	2	-1.0
4105	HP:0007915	Polymorphous posterior corneal dystrophy	0.1	2.0	2	-1.0
4106	HP:0004419	Recurrent thrombophlebitis	0.1	2.0	2	-1.0
4107	HP:0009495	Pseudoepiphyses of the 2nd finger	0.1	2.0	2	-1.0
4108	HP:0000433	Abnormality of the nasal mucosa	0.1	2.0	2	-1.0
4109	HP:0003194	Short nasal bridge	0.1	2.0	2	-1.0
4110	HP:0001472	Familial predisposition	0.1	2.0	2	-1.0
4111	HP:0030445	Pulmonary carcinoid tumor	0.1	2.0	2	-1.0
4112	HP:0008529	Absence of acoustic reflex	0.1	2.0	2	-1.0
4113	HP:0011664	Left ventricular noncompaction cardiomyopathy	0.1	2.0	2	-1.0
4114	HP:0005008	Large joint dislocations	0.1	2.0	2	-1.0
4115	HP:0200133	Lumbosacral meningocele	0.1	2.0	2	-1.0
4116	HP:0005003	Aplasia/Hypoplasia of the capital femoral epiphysis	0.1	2.0	2	-1.0
4117	HP:0005005	Femoral bowing present at birth, straightening with time	0.1	2.0	2	-1.0
4118	HP:0010539	Thin calvarium	0.1	2.0	2	-1.0
4119	HP:0011165	Visual auras	0.1	2.0	2	-1.0
4120	HP:0010538	Small sella turcica	0.1	2.0	2	-1.0
4121	HP:0006470	Thin long bone diaphyses	0.1	2.0	2	-1.0
4122	HP:0008462	Cervical instability	0.1	2.0	2	-1.0
4123	HP:0006477	Abnormality of the alveolar ridges	0.1	2.0	2	-1.0
4124	HP:0011743	Adrenal gland agenesis	0.1	2.0	2	-1.0
4125	HP:0000145	Transverse vaginal septum	0.1	2.0	2	-1.0
4126	HP:0008833	Irregular acetabular roof	0.1	2.0	2	-1.0
4127	HP:0012559	Increased T3/T4 ratio	0.1	2.0	2	-1.0
4128	HP:0100598	Pulmonary edema	0.1	2.0	2	-1.0
4129	HP:0008330	Reduced von Willebrand factor activity	0.1	2.0	2	-1.0
4130	HP:0005964	Intermittent hypothermia	0.1	2.0	2	-1.0
4131	HP:0001046	Intermittent jaundice	0.1	2.0	2	-1.0
4132	HP:0012557	EEG with centrotemporal focal spike waves	0.1	2.0	2	-1.0
4133	HP:0008639	Gonadal hypoplasia	0.1	2.0	2	-1.0
4134	HP:0005564	Absence of renal corticomedullary differentiation	0.1	2.0	2	-1.0
4135	HP:0005608	Bilobate gallbladder	0.1	2.0	2	-1.0
4136	HP:0007293	Anterior sacral meningocele	0.1	2.0	2	-1.0
4137	HP:0001473	Metatarsal osteolysis	0.1	2.0	2	-1.0
4138	HP:0004792	Rectoperineal fistula	0.1	2.0	2	-1.0
4139	HP:0010784	Uterine neoplasm	0.1	2.0	2	-1.0
4140	HP:0008940	Generalized lymphadenopathy	0.1	2.0	2	-1.0
4141	HP:0009054	Scapuloperoneal myopathy	0.1	2.0	2	-1.0
4142	HP:0002926	Abnormality of thyroid physiology	0.1	2.0	2	-1.0
4143	HP:0011995	Atrial septal dilatation	0.1	2.0	2	-1.0
4144	HP:0008227	Pituitary resistance to thyroid hormone	0.1	2.0	2	-1.0
4145	HP:0003347	Impaired lymphocyte transformation with phytohemagglutinin	0.1	2.0	2	-1.0
4146	HP:0009968	Partial duplication of the distal phalanx of the 3rd finger	0.1	2.0	2	-1.0
4147	HP:0010970	Blood group antigen abnormality	0.1	2.0	2	-1.0
4148	HP:0200141	Small, conical teeth	0.1	2.0	2	-1.0
4149	HP:0008244	Congenital adrenal hypoplasia	0.1	2.0	2	-1.0
4150	HP:0003349	Low cholesterol esterification rates	0.1	2.0	2	-1.0
4151	HP:0200147	Neuronal loss in basal ganglia	0.1	2.0	2	-1.0
4152	HP:0005772	Aplasia/Hypoplasia of the tibia	0.1	2.0	2	-1.0
4153	HP:0002650	Scoliosis	34.0	586.0	620	-1.00116566231
4154	HP:0008066	Abnormal blistering of the skin	4.0	69.0	73	-1.00239610592
4155	HP:0001171	Split hand	3.0	52.0	55	-1.00934886656
4156	HP:0002861	Melanoma	3.0	52.0	55	-1.00934886656
4157	HP:0001562	Oligohydramnios	5.0	87.0	92	-1.0148870501
4158	HP:0002671	Basal cell carcinoma	2.0	35.0	37	-1.02315466608
4159	HP:0000238	Hydrocephalus	13.0	229.0	242	-1.03263571909
4160	HP:0001928	Abnormality of coagulation	3.0	53.0	56	-1.03682960298
4161	HP:0000529	Progressive visual loss	3.0	53.0	56	-1.03682960298
4162	HP:0030196	Fatigable weakness of respiratory muscles	3.0	53.0	56	-1.03682960298
4163	HP:0000369	Low-set ears	20.0	354.0	374	-1.03954910433
4164	HP:0001762	Talipes equinovarus	12.0	213.0	225	-1.04361876864
4165	HP:0002465	Poor speech	4.0	71.0	75	-1.04361876864
4166	HP:0000944	Abnormality of the metaphysis	5.0	89.0	94	-1.04767698522
4167	HP:0001419	X-linked recessive inheritance	8.0	143.0	151	-1.05374298592
4168	HP:0002047	Malignant hyperthermia	1.0	18.0	19	-1.06379665058
4169	HP:0003687	Centrally nucleated skeletal muscle fibers	1.0	18.0	19	-1.06379665058
4170	HP:0003474	Sensory impairment	1.0	18.0	19	-1.06379665058
4171	HP:0000967	Petechiae	1.0	18.0	19	-1.06379665058
4172	HP:0007513	Generalized hypopigmentation	1.0	18.0	19	-1.06379665058
4173	HP:0010526	Dysgraphia	2.0	36.0	38	-1.06379665058
4174	HP:0001362	Calvarial skull defect	1.0	18.0	19	-1.06379665058
4175	HP:0002607	Bowel incontinence	2.0	36.0	38	-1.06379665058
4176	HP:0007722	Retinal pigment epithelial atrophy	1.0	18.0	19	-1.06379665058
4177	HP:0012126	Stomach cancer	1.0	18.0	19	-1.06379665058
4178	HP:0001591	Bell-shaped thorax	1.0	18.0	19	-1.06379665058
4179	HP:0000316	Hypertelorism	26.0	468.0	494	-1.06379665058
4180	HP:0000528	Anophthalmia	3.0	54.0	57	-1.06379665058
4181	HP:0000286	Epicanthus	17.0	309.0	326	-1.07787183579
4182	HP:0000445	Wide nose	4.0	73.0	77	-1.08369620802
4183	HP:0002155	Hypertriglyceridemia	3.0	55.0	58	-1.09026886194
4184	HP:0001163	Abnormality of the metacarpal bones	2.0	37.0	39	-1.10332501477
4185	HP:0002987	Elbow flexion contracture	3.0	56.0	59	-1.11626407048
4186	HP:0001659	Aortic regurgitation	3.0	56.0	59	-1.11626407048
4187	HP:0001268	Mental deterioration	3.0	56.0	59	-1.11626407048
4188	HP:0000820	Abnormality of the thyroid gland	1.0	19.0	20	-1.14179916258
4189	HP:0007269	Spinal muscular atrophy	1.0	19.0	20	-1.14179916258
4190	HP:0001771	Achilles tendon contracture	1.0	19.0	20	-1.14179916258
4191	HP:0006725	Pancreatic adenocarcinoma	1.0	19.0	20	-1.14179916258
4192	HP:0200037	Skin vesicle	1.0	19.0	20	-1.14179916258
4193	HP:0000458	Anosmia	2.0	38.0	40	-1.14179916258
4194	HP:0000561	Absent eyelashes	1.0	19.0	20	-1.14179916258
4195	HP:0002078	Truncal ataxia	2.0	38.0	40	-1.14179916258
4196	HP:0000308	Microretrognathia	2.0	38.0	40	-1.14179916258
4197	HP:0100533	Inflammatory abnormality of the eye	1.0	19.0	20	-1.14179916258
4198	HP:0100732	Pancreatic fibrosis	1.0	19.0	20	-1.14179916258
4199	HP:0000550	Undetectable electroretinogram	1.0	19.0	20	-1.14179916258
4200	HP:0001699	Sudden death	1.0	19.0	20	-1.14179916258
4201	HP:0000878	11 pairs of ribs	1.0	19.0	20	-1.14179916258
4202	HP:0001075	Atrophic scars	1.0	19.0	20	-1.14179916258
4203	HP:0007477	Abnormal dermatoglyphics	2.0	38.0	40	-1.14179916258
4204	HP:0000925	Abnormality of the vertebral column	1.0	19.0	20	-1.14179916258
4205	HP:0000846	Adrenal insufficiency	2.0	38.0	40	-1.14179916258
4206	HP:0006801	Hyperactive deep tendon reflexes	1.0	19.0	20	-1.14179916258
4207	HP:0002656	Epiphyseal dysplasia	1.0	19.0	20	-1.14179916258
4208	HP:0008551	Microtia	4.0	77.0	81	-1.16065818983
4209	HP:0000601	Hypotelorism	3.0	58.0	61	-1.16689014355
4210	HP:0000772	Abnormality of the ribs	3.0	58.0	61	-1.16689014355
4211	HP:0000494	Downslanted palpebral fissures	14.0	271.0	285	-1.16866576843
4212	HP:0006501	Aplasia/Hypoplasia of the radius	2.0	39.0	41	-1.179273868
4213	HP:0002186	Apraxia	2.0	39.0	41	-1.179273868
4214	HP:0002365	Hypoplasia of the brainstem	2.0	39.0	41	-1.179273868
4215	HP:0002028	Chronic diarrhea	2.0	39.0	41	-1.179273868
4216	HP:0003073	Hypoalbuminemia	2.0	39.0	41	-1.179273868
4217	HP:0000110	Renal dysplasia	2.0	39.0	41	-1.179273868
4218	HP:0000501	Glaucoma	12.0	234.0	246	-1.179273868
4219	HP:0002652	Skeletal dysplasia	5.0	98.0	103	-1.18665339837
4220	HP:0004374	Hemiplegia/hemiparesis	5.0	98.0	103	-1.18665339837
4221	HP:0001622	Premature birth	5.0	98.0	103	-1.18665339837
4222	HP:0001417	X-linked inheritance	3.0	59.0	62	-1.19155219778
4223	HP:0000010	Recurrent urinary tract infections	4.0	79.0	83	-1.19765239732
4224	HP:0006323	Premature loss of primary teeth	1.0	20.0	21	-1.21579974403
4225	HP:0009777	Absent thumb	1.0	20.0	21	-1.21579974403
4226	HP:0001107	Ocular albinism	1.0	20.0	21	-1.21579974403
4227	HP:0000734	Disinhibition	1.0	20.0	21	-1.21579974403
4228	HP:0001909	Leukemia	1.0	20.0	21	-1.21579974403
4229	HP:0007126	Proximal amyotrophy	1.0	20.0	21	-1.21579974403
4230	HP:0002223	Absent eyebrow	1.0	20.0	21	-1.21579974403
4231	HP:0003311	Hypoplasia of the odontoid process	1.0	20.0	21	-1.21579974403
4232	HP:0002619	Varicose veins	1.0	20.0	21	-1.21579974403
4233	HP:0008193	Primary gonadal insufficiency	1.0	20.0	21	-1.21579974403
4234	HP:0001519	Disproportionate tall stature	1.0	20.0	21	-1.21579974403
4235	HP:0003445	EMG: neuropathic changes	1.0	20.0	21	-1.21579974403
4236	HP:0000276	Long face	7.0	140.0	147	-1.21579974403
4237	HP:0000341	Narrow forehead	3.0	60.0	63	-1.21579974403
4238	HP:0008070	Sparse hair	5.0	100.0	105	-1.21579974403
4239	HP:0000824	Growth hormone deficiency	3.0	60.0	63	-1.21579974403
4240	HP:0002315	Headache	3.0	60.0	63	-1.21579974403
4241	HP:0001541	Ascites	3.0	60.0	63	-1.21579974403
4242	HP:0000512	Abnormal electroretinogram	7.0	141.0	148	-1.22606807948
4243	HP:0000248	Brachycephaly	7.0	143.0	150	-1.24638806386
4244	HP:0009803	Short phalanx of finger	2.0	41.0	43	-1.25142365376
4245	HP:0002812	Coxa vara	2.0	41.0	43	-1.25142365376
4246	HP:0001387	Joint stiffness	7.0	144.0	151	-1.25644172852
4247	HP:0001883	Talipes	3.0	62.0	65	-1.2631054588
4248	HP:0000268	Dolichocephaly	6.0	124.0	130	-1.2631054588
4249	HP:0001182	Tapered finger	3.0	62.0	65	-1.2631054588
4250	HP:0001531	Failure to thrive in infancy	3.0	62.0	65	-1.2631054588
4251	HP:0200042	Skin ulcer	4.0	83.0	87	-1.26891108049
4252	HP:0001643	Patent ductus arteriosus	9.0	187.0	196	-1.27084110758
4253	HP:0010808	Protruding tongue	1.0	21.0	22	-1.28618907192
4254	HP:0100750	Atelectasis	1.0	21.0	22	-1.28618907192
4255	HP:0003074	Hyperglycemia	1.0	21.0	22	-1.28618907192
4256	HP:0001663	Ventricular fibrillation	1.0	21.0	22	-1.28618907192
4257	HP:0001438	Abnormality of abdomen morphology	1.0	21.0	22	-1.28618907192
4258	HP:0009601	Aplasia/Hypoplasia of the thumb	1.0	21.0	22	-1.28618907192
4259	HP:0012471	Thick vermilion border	3.0	63.0	66	-1.28618907192
4260	HP:0100578	Lipoatrophy	3.0	63.0	66	-1.28618907192
4261	HP:0002827	Hip dislocation	6.0	126.0	132	-1.28618907192
4262	HP:0010109	Short hallux	1.0	21.0	22	-1.28618907192
4263	HP:0008187	Absence of secondary sex characteristics	2.0	42.0	44	-1.28618907192
4264	HP:0008905	Rhizomelia	2.0	42.0	44	-1.28618907192
4265	HP:0000270	Delayed cranial suture closure	2.0	42.0	44	-1.28618907192
4266	HP:0000733	Stereotypy	3.0	63.0	66	-1.28618907192
4267	HP:0002384	Focal seizures with impairment of consciousness or awareness	1.0	21.0	22	-1.28618907192
4268	HP:0010049	Short metacarpal	3.0	63.0	66	-1.28618907192
4269	HP:0002715	Abnormality of the immune system	1.0	21.0	22	-1.28618907192
4270	HP:0100031	Neoplasm of the thyroid gland	1.0	21.0	22	-1.28618907192
4271	HP:0007227	Macrogyria	1.0	21.0	22	-1.28618907192
4272	HP:0008046	Abnormality of the retinal vasculature	4.0	85.0	89	-1.30326258528
4273	HP:0000325	Triangular face	4.0	85.0	89	-1.30326258528
4274	HP:0200034	Papule	3.0	64.0	67	-1.30890914842
4275	HP:0002719	Recurrent infections	4.0	86.0	90	-1.32013640384
4276	HP:0000568	Microphthalmia	9.0	195.0	204	-1.33127696145
4277	HP:0000592	Blue sclerae	3.0	65.0	68	-1.33127696145
4278	HP:0002360	Sleep disturbance	4.0	87.0	91	-1.33681514499
4279	HP:0003621	Juvenile onset	4.0	87.0	91	-1.33681514499
4280	HP:0000006	Autosomal dominant inheritance	61.0	1331.0	1392	-1.34142916749
4281	HP:0000938	Osteopenia	8.0	176.0	184	-1.35330326778
4282	HP:0000972	Palmoplantar hyperkeratosis	1.0	22.0	23	-1.35330326778
4283	HP:0001627	Abnormal heart morphology	2.0	44.0	46	-1.35330326778
4284	HP:0002208	Coarse hair	2.0	44.0	46	-1.35330326778
4285	HP:0001377	Limited elbow extension	1.0	22.0	23	-1.35330326778
4286	HP:0002896	Neoplasm of the liver	1.0	22.0	23	-1.35330326778
4287	HP:0001747	Accessory spleen	1.0	22.0	23	-1.35330326778
4288	HP:0002745	Oral leukoplakia	1.0	22.0	23	-1.35330326778
